Название;Родитель;Индекс;"Является городом?";"ID по КЛАДР"
Новоалександровка;Казахстан/Северо-Казахстанская область;;1;
Новоалексеевка;Казахстан/Костанайская область;;1;
Новоандреевка;Казахстан/Северо-Казахстанская область;;1;
Новоберёзовка;Казахстан/Северо-Казахстанская область;;1;
Новобратское;Казахстан/Акмолинская область;;1;
Новогеоргиевка;Казахстан/Северо-Казахстанская область;;1;
Новодонецк;Казахстан/Акмолинская область;;1;
Новодубровное;Казахстан/Северо-Казахстанская область;;1;
Новоильиновка;Казахстан/Костанайская область;;1;
Новоишимка;Казахстан/Акмолинская область;;1;
Новоишимская;Казахстан/Северо-Казахстанская область;;1;
Новокиенка;Казахстан/Акмолинская область;;1;
Новокирпичное;Казахстан/Атырауская область;;1;
Новомариновка;Казахстан/Акмолинская область;;1;
Новомарковка;Казахстан/Акмолинская область;;1;
Новонежинка;Казахстан/Костанайская область;;1;
Новоникольское;Казахстан/Акмолинская область;;1;
Новопавловка;Казахстан/Северо-Казахстанская область;;1;
Новопавловка;Казахстан/Костанайская область;;1;
Новопавловка;Казахстан/Западно-Казахстанская область;;1;
Новопокровка;Казахстан/Костанайская область;;1;
Новопокровка;Казахстан/Павлодарская область;;1;
Новороссийское;Казахстан/Северо-Казахстанская область;;1;
Новорыбинка;Казахстан/Акмолинская область;;1;
Новосветловка;Казахстан/Северо-Казахстанская область;;1;
Новоселовка;Казахстан/Костанайская область;;1;
Новоселовка;Казахстан/Акмолинская область;;1;
Новоселово;Казахстан/Восточно-Казахстанская область;;1;
Новосельское;Казахстан/Акмолинская область;;1;
Новоспасовка;Казахстан/Павлодарская область;;1;
Новотроицкое;Казахстан/Костанайская область;;1;
Новоузенка;Казахстан/Карагандинская область;;1;
Новоукраинка;Казахстан/Северо-Казахстанская область;;1;
Новочеркасское;Казахстан/Акмолинская область;;1;
Новочерноярка;Казахстан/Павлодарская область;;1;
Новочудное;Казахстан/Акмолинская область;;1;
Новошумное;Казахстан/Костанайская область;;1;
Новоямышево;Казахстан/Павлодарская область;;1;
Новые Солонички;Казахстан/Карагандинская область;;1;
Новый Быт;Казахстан/Северо-Казахстанская область;;1;
Новый Колутон;Казахстан/Акмолинская область;;1;
Новый Путь;Казахстан/Карагандинская область;;1;
Ногайбай;Казахстан/Жамбылская область;;1;
Ногайты;Казахстан/Актюбинская область;;1;
Нура;Казахстан/Туркестанская область;;1;
Нура;Казахстан/Алматинская область;;1;
Нурбулак;Казахстан/Актюбинская область;;1;
Нуржау;Казахстан/Актюбинская область;;1;
Нуржау;Казахстан/Атырауская область;;1;
Нуркен;Казахстан/Карагандинская область;;1;
Нурлы;Казахстан/Алматинская область;;1;
Нурлыкент;Казахстан/Жамбылская область;;1;
Нурлытан;Казахстан/Туркестанская область;;1;
Нурлытау;Казахстан/Алматы;;1;
Нурмухамеда Есентаева;Казахстан/Туркестанская область;;1;
Нуртас;Казахстан/Туркестанская область;;1;
Нуршашкан;Казахстан/Алматы;;1;
Обозное;Казахстан/Павлодарская область;;1;
Огороды;Казахстан/Карагандинская область;;1;
Озёрное;Казахстан/Акмолинская область;;1;
Озёрное;Казахстан/Костанайская область;;1;
Озёрное;Казахстан/Карагандинская область;;1;
Оймаут;Казахстан/Туркестанская область;;1;
Оймауыт;Казахстан/Актюбинская область;;1;
Ойык;Казахстан/Туркестанская область;;1;
Ойык;Казахстан/Жамбылская область;;1;
Окжетпес;Казахстан/Акмолинская область;;1;
Окольное;Казахстан/Карагандинская область;;1;
Окраинка;Казахстан/Костанайская область;;1;
Оксановка;Казахстан/Акмолинская область;;1;
Октябрь;Казахстан/Северо-Казахстанская область;;1;
Октябрьский;Казахстан/Восточно-Казахстанская область;;1;
Октябрьское;Казахстан/Костанайская область;;1;
Октябрьское;Казахстан/Алматинская область;;1;
Октябрьское;Казахстан/Павлодарская область;;1;
Октябрьское;Казахстан/Костанайская область;;1;
Октябрьское;Казахстан/Северо-Казахстанская область;;1;
Октябрьское;Казахстан/Павлодарская область;;1;
Октябрьское;Казахстан/Восточно-Казахстанская область;;1;
Олжабай батыра;Казахстан/Акмолинская область;;1;
Ольгинка;Казахстан/Павлодарская область;;1;
Ольгинка;Казахстан/Северо-Казахстанская область;;1;
Ольгино;Казахстан/Павлодарская область;;1;
Ольговка;Казахстан/Северо-Казахстанская область;;1;
Ондирис;Казахстан/Акмолинская область;;1;
Ондирис;Казахстан/Абайская область;;1;
Ондирис;Казахстан/Карагандинская область;;1;
Ондирис;Казахстан/Северо-Казахстанская область;;1;
Онимкер;Казахстан/Туркестанская область;;1;
Онтам;Казахстан/Туркестанская область;;1;
Опытное;Казахстан/Актюбинская область;;1;
Оразак;Казахстан/Акмолинская область;;1;
Оразалы;Казахстан/Карагандинская область;;1;
Оргебас;Казахстан/Туркестанская область;;1;
Оркен;Казахстан/Атырауская область;;1;
Оркен;Казахстан/Туркестанская область;;1;
Оркенды;Казахстан/Туркестанская область;;1;
Оркениет;Казахстан/Туркестанская область;;1;
Орлеу;Казахстан/Актюбинская область;;1;
Орлиногорское;Казахстан/Северо-Казахстанская область;;1;
Орловка;Казахстан/Абайская область;;1;
Орловка;Казахстан/Северо-Казахстанская область;;1;
Орловка;Казахстан/Акмолинская область;;1;
Орлы;Казахстан/Атырауская область;;1;
Орманды;Казахстан/Туркестанская область;;1;
Орнек;Казахстан/Акмолинская область;;1;
Орнек;Казахстан/Алматинская область;;1;
Орнек;Казахстан/Северо-Казахстанская область;;1;
Орнек;Казахстан/Жамбылская область;;1;
Орнек;Казахстан/Улытауская область;;1;
Орта Дересин;Казахстан/Карагандинская область;;1;
Ортаагаш;Казахстан/Акмолинская область;;1;
Ортак;Казахстан/Актюбинская область;;1;
Ортаколь;Казахстан/Северо-Казахстанская область;;1;
Ортакшыл;Казахстан/Атырауская область;;1;
Ортакшыл;Казахстан/Кызылординская область;;1;
Орталык;Казахстан/Северо-Казахстанская область;;1;
Орталык;Казахстан/Северо-Казахстанская область;;1;
Ортатобе;Казахстан/Жетысуская область;;1;
Орынбаева Роза;Казахстан/Жетысуская область;;1;
Осакаровка;Казахстан/Карагандинская область;;1;
Оседлое;Казахстан/Северо-Казахстанская область;;1;
Отан;Казахстан/Туркестанская область;;1;
Отаутускен;Казахстан/Акмолинская область;;1;
Отделение но 3;Казахстан/Павлодарская область;;1;
Отек;Казахстан/Актюбинская область;;1;
Отемис;Казахстан/Акмолинская область;;1;
Отес;Казахстан/Павлодарская область;;1;
Отешкали Атамбаева;Казахстан/Атырауская область;;1;
Откелбай;Казахстан/Улытауская область;;1;
Откормочное;Казахстан/Карагандинская область;;1;
Отрабат;Казахстан/Туркестанская область;;1;
Отрадное;Казахстан/Акмолинская область;;1;
Отрадное;Казахстан/Восточно-Казахстанская область;;1;
Отрар;Казахстан/Туркестанская область;;1;
Ошаганды;Казахстан/Карагандинская область;;1;
Павловское;Казахстан/Костанайская область;;1;
Палатцы;Казахстан/Восточно-Казахстанская область;;1;
Панфилово;Казахстан/Павлодарская область;;1;
Партизанка;Казахстан/Акмолинская область;;1;
Парыгино;Казахстан/Восточно-Казахстанская область;;1;
Пахотное;Казахстан/Карагандинская область;;1;
Пахтазарибдар;Казахстан/Туркестанская область;;1;
Пашкин;Казахстан/Западно-Казахстанская область;;1;
Первое Мая;Казахстан/Карагандинская область;;1;
Первомай;Казахстан/Западно-Казахстанская область;;1;
Первомайка;Казахстан/Актюбинская область;;1;
Первомайский;Казахстан/Восточно-Казахстанская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Первомайское;Казахстан/Акмолинская область;;1;
Первомайское;Казахстан/Туркестанская область;;1;
Первомайское;Казахстан/Актюбинская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Первомайское;Казахстан/Карагандинская область;;1;
Первомайское;Казахстан/Северо-Казахстанская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Перевальное;Казахстан/Восточно-Казахстанская область;;1;
Перекатное;Казахстан/Акмолинская область;;1;
Перелески;Казахстан/Костанайская область;;1;
Переменовка;Казахстан/Абайская область;;1;
Песчанка;Казахстан/Абайская область;;1;
Песчаное;Казахстан/Павлодарская область;;1;
Петровка;Казахстан/Акмолинская область;;1;
Петровка;Казахстан/Северо-Казахстанская область;;1;
Петровка;Казахстан/Акмолинская область;;1;
Петровка;Казахстан/Акмолинская область;;1;
Петроградское;Казахстан/Абайская область;;1;
Петропавловка;Казахстан/Северо-Казахстанская область;;1;
Петропавловка;Казахстан/Абайская область;;1;
Петропавловка;Казахстан/Актюбинская область;;1;
Петропавловка;Казахстан/Абайская область;;1;
Петропавловка;Казахстан/Жетысуская область;;1;
Пешковка;Казахстан/Костанайская область;;1;
Пионер;Казахстан/Улытауская область;;1;
Пиримов;Казахстан/Кызылординская область;;1;
Планидовка;Казахстан/Восточно-Казахстанская область;;1;
Плотинное;Казахстан/Карагандинская область;;1;
Победа;Казахстан/Костанайская область;;1;
Погодаево;Казахстан/Западно-Казахстанская область;;1;
Пограничник;Казахстан/Павлодарская область;;1;
Подгорное;Казахстан/Акмолинская область;;1;
Подгорное;Казахстан/Северо-Казахстанская область;;1;
Поднебесное;Казахстан/Абайская область;;1;
Подстепное;Казахстан/Павлодарская область;;1;
Подхоз Березовка;Казахстан/Абайская область;;1;
Подхоз;Казахстан/Карагандинская область;;1;
Подхоз;Казахстан/Акмолинская область;;1;
Подхоз;Казахстан/Карагандинская область;;1;
Покатиловка;Казахстан/Западно-Казахстанская область;;1;
Покровка;Казахстан/Акмолинская область;;1;
Покровка;Казахстан/Костанайская область;;1;
Покровка;Казахстан/Актюбинская область;;1;
Поливное;Казахстан/Карагандинская область;;1;
Половинка;Казахстан/Восточно-Казахстанская область;;1;
Половниковка;Казахстан/Костанайская область;;1;
Полтавское;Казахстан/Акмолинская область;;1;
Поляковка;Казахстан/Северо-Казахстанская область;;1;
Полянское;Казахстан/Восточно-Казахстанская область;;1;
Поповка;Казахстан/Акмолинская область;;1;
Потапенково;Казахстан/Абайская область;;1;
Прали;Казахстан/Туркестанская область;;1;
Прапорщиково;Казахстан/Восточно-Казахстанская область;;1;
Предгорное;Казахстан/Восточно-Казахстанская область;;1;
Преображеновка;Казахстан/Актюбинская область;;1;
Пресновка;Казахстан/Северо-Казахстанская область;;1;
Пресногорьковка;Казахстан/Костанайская область;;1;
Пржевальское;Казахстан/Восточно-Казахстанская область;;1;
Пржевальское;Казахстан/Карагандинская область;;1;
Прибрежный;Казахстан/Восточно-Казахстанская область;;1;
Привольное;Казахстан/Восточно-Казахстанская область;;1;
Пригородное;Казахстан/Восточно-Казахстанская область;;1;
Пригородное;Казахстан/Акмолинская область;;1;
Пригородное;Казахстан/Акмолинская область;;1;
Пригородный;Казахстан/Актюбинская область;;1;
Приишимка;Казахстан/Акмолинская область;;1;
Приморье;Казахстан/Атырауская область;;1;
Приозерное;Казахстан/Костанайская область;;1;
Приозерное;Казахстан/Костанайская область;;1;
Приозёрное;Казахстан/Акмолинская область;;1;
Приреченка;Казахстан/Костанайская область;;1;
Приреченское;Казахстан/Павлодарская область;;1;
Приречное;Казахстан/Костанайская область;;1;
Приречное;Казахстан/Акмолинская область;;1;
Приречное;Казахстан/Костанайская область;;1;
Приречное;Казахстан/Акмолинская область;;1;
Присовхозный;Казахстан/Павлодарская область;;1;
Прогресс;Казахстан/Восточно-Казахстанская область;;1;
Промысел Карсак;Казахстан/Атырауская область;;1;
Промысел Шубаркудук;Казахстан/Актюбинская область;;1;
Пруды;Казахстан/Карагандинская область;;1;
Пугачево;Казахстан/Западно-Казахстанская область;;1;
Пшентобе;Казахстан/Туркестанская область;;1;
Пятигорское;Казахстан/Акмолинская область;;1;
Пятимар;Казахстан/Западно-Казахстанская область;;1;
Пятирыжск;Казахстан/Павлодарская область;;1;
Раевка;Казахстан/Акмолинская область;;1;
Раздельное;Казахстан/Павлодарская область;;1;
Раздольное;Казахстан/Акмолинская область;;1;
Раздольное;Казахстан/Северо-Казахстанская область;;1;
Раздольное;Казахстан/Костанайская область;;1;
Раздольное;Казахстан/Акмолинская область;;1;
Разумовка;Казахстан/Павлодарская область;;1;
разъезд 37;Казахстан/Туркестанская область;;1;
разъезд 42;Казахстан/Туркестанская область;;1;
Ракитное;Казахстан/Северо-Казахстанская область;;1;
Ракуша;Казахстан/Атырауская область;;1;
Рассвет;Казахстан/Северо-Казахстанская область;;1;
Рассыпное;Казахстан/Восточно-Казахстанская область;;1;
Рауан;Казахстан/Актюбинская область;;1;
Рахат;Казахстан/Мангистауская область;;1;
Рахимово;Казахстан/Туркестанская область;;1;
Речное;Казахстан/Акмолинская область;;1;
Ровное;Казахстан/Северо-Казахстанская область;;1;
Родина;Казахстан/Костанайская область;;1;
Родники;Казахстан/Карагандинская область;;1;
Родниковка;Казахстан/Актюбинская область;;1;
Роднички;Казахстан/Карагандинская область;;1;
Рождественка;Казахстан/Северо-Казахстанская область;;1;
Рождественка;Казахстан/Павлодарская область;;1;
Рощино;Казахстан/Северо-Казахстанская область;;1;
Рубёжинское;Казахстан/Западно-Казахстанская область;;1;
Рудничный;Казахстан/Жетысуская область;;1;
Рулиха;Казахстан/Восточно-Казахстанская область;;1;
Русская Ивановка;Казахстан/Карагандинская область;;1;
Рухловка;Казахстан/Северо-Казахстанская область;;1;
Рыбацкая ферма;Казахстан/Кызылординская область;;1;
Рыбопитомник;Казахстан/Улытауская область;;1;
Рыскул;Казахстан/Туркестанская область;;1;
Ряжское;Казахстан/Костанайская область;;1;
Рясинка;Казахстан/Северо-Казахстанская область;;1;
Сабит;Казахстан/Северо-Казахстанская область;;1;
Сабынды;Казахстан/Акмолинская область;;1;
Сабындыколь;Казахстан/Актюбинская область;;1;
Сага;Казахстан/Костанайская область;;1;
Сагашили;Казахстан/Актюбинская область;;1;
Сагиз;Казахстан/Атырауская область;;1;
Садовка;Казахстан/Северо-Казахстанская область;;1;
садовое общество Сая;Казахстан/Атырауская область;;1;
Садовое;Казахстан/Акмолинская область;;1;
Садовое;Казахстан/Карагандинская область;;1;
Садовое;Казахстан/Акмолинская область;;1;
Садыкащи;Казахстан/Павлодарская область;;1;
Садыр;Казахстан/Жетысуская область;;1;
Саз;Казахстан/Карагандинская область;;1;
Сазда;Казахстан/Актюбинская область;;1;
Сайлау;Казахстан/Туркестанская область;;1;
Сайотес;Казахстан/Мангистауская область;;1;
Салкынколь;Казахстан/Северо-Казахстанская область;;1;
Самарка;Казахстан/Акмолинская область;;1;
Самсы;Казахстан/Алматинская область;;1;
Саналы;Казахстан/Туркестанская область;;1;
санаторий Березовка;Казахстан/Абайская область;;1;
Сангородок;Казахстан/Карагандинская область;;1;
Сапак;Казахстан/Жетысуская область;;1;
Сарайчик;Казахстан/Атырауская область;;1;
Саралжын;Казахстан/Западно-Казахстанская область;;1;
Сарат;Казахстан/Актюбинская область;;1;
Саратовка;Казахстан/Карагандинская область;;1;
Саратовка;Казахстан/Восточно-Казахстанская область;;1;
Сарепта;Казахстан/Карагандинская область;;1;
Саржансай;Казахстан/Актюбинская область;;1;
Саркырама;Казахстан/Туркестанская область;;1;
Саркырама;Казахстан/Туркестанская область;;1;
Саркырама;Казахстан/Туркестанская область;;1;
Сарпылдак;Казахстан/Жетысуская область;;1;
Сарсай;Казахстан/Актюбинская область;;1;
Сарыадыр;Казахстан/Северо-Казахстанская область;;1;
Сарыарка;Казахстан/Абайская область;;1;
Сарыарык;Казахстан/Туркестанская область;;1;
Сарыарык;Казахстан/Туркестанская область;;1;
Сарыбастау;Казахстан/Алматинская область;;1;
Сарыбастау;Казахстан/Жетысуская область;;1;
Сарыбастау;Казахстан/Жамбылская область;;1;
Сарыбастау;Казахстан/Алматинская область;;1;
Сарыбель;Казахстан/Жетысуская область;;1;
Сарыбие;Казахстан/Актюбинская область;;1;
Сарыбулак;Казахстан/Актюбинская область;;1;
Сарыбулак;Казахстан/Северо-Казахстанская область;;1;
Сарыбулак;Казахстан/Абайская область;;1;
Сарыбулак;Казахстан/Туркестанская область;;1;
Сарыбулак;Казахстан/Акмолинская область;;1;
Сарыбулак;Казахстан/Алматинская область;;1;
Сарыбулак;Казахстан/Актюбинская область;;1;
Сарыбулак;Казахстан/Жетысуская область;;1;
Сарыбулак;Казахстан/Северо-Казахстанская область;;1;
Сарыбулак;Казахстан/Карагандинская область;;1;
Сарыжаз;Казахстан/Алматинская область;;1;
Сарыжал;Казахстан/Абайская область;;1;
Сарыжал;Казахстан/Павлодарская область;;1;
Сарыжар;Казахстан/Актюбинская область;;1;
Сарыкамыс;Казахстан/Павлодарская область;;1;
Сарыкамыс;Казахстан/Павлодарская область;;1;
Сарыкемер;Казахстан/Жамбылская область;;1;
Сарыколь;Казахстан/Акмолинская область;;1;
Сарыкумак;Казахстан/Атырауская область;;1;
Сарыман;Казахстан/Северо-Казахстанская область;;1;
Сарыоба;Казахстан/Акмолинская область;;1;
Сарыобалы;Казахстан/Карагандинская область;;1;
Сарыозен;Казахстан/Карагандинская область;;1;
Сарыомир;Казахстан/Западно-Казахстанская область;;1;
Сарысай;Казахстан/Северо-Казахстанская область;;1;
Сарытерек;Казахстан/Карагандинская область;;1;
Сарытерек;Казахстан/Абайская область;;1;
Сарытобе;Казахстан/Актюбинская область;;1;
Сарытобе;Казахстан/Карагандинская область;;1;
Сарытобе;Казахстан/Жетысуская область;;1;
Сарытогай;Казахстан/Туркестанская область;;1;
Сарытогай;Казахстан/Актюбинская область;;1;
Сарытомар;Казахстан/Северо-Казахстанская область;;1;
Сарытубек;Казахстан/Северо-Казахстанская область;;1;
Сарытур;Казахстан/Туркестанская область;;1;
Сарышаган;Казахстан/Карагандинская область;;1;
Сарыши;Казахстан/Карагандинская область;;1;
Сатай;Казахстан/Абайская область;;1;
Сатай;Казахстан/Алматинская область;;1;
Сатпаев;Казахстан/Абайская область;;1;
Саты;Казахстан/Алматинская область;;1;
Саты;Казахстан/Павлодарская область;;1;
Сауле;Казахстан/Акмолинская область;;1;
Сауран;Казахстан/Туркестанская область;;1;
Сауырык батыра;Казахстан/Алматинская область;;1;
Сафоновка;Казахстан/Атырауская область;;1;
Саяк;Казахстан/Карагандинская область;;1;
Свердловка;Казахстан/Костанайская область;;1;
Свердловка;Казахстан/Костанайская область;;1;
Свободное;Казахстан/Акмолинская область;;1;
Севан;Казахстан/Карагандинская область;;1;
Северное;Казахстан/Павлодарская область;;1;
Северное;Казахстан/Северо-Казахстанская область;;1;
Северное;Казахстан/Северо-Казахстанская область;;1;
Сейфолла;Казахстан/Северо-Казахстанская область;;1;
Сейфуллино;Казахстан/Акмолинская область;;1;
Секисовка;Казахстан/Восточно-Казахстанская область;;1;
Селекты;Казахстан/Северо-Казахстанская область;;1;
Селетинское;Казахстан/Акмолинская область;;1;
Селеты;Казахстан/Павлодарская область;;1;
Село Мусабек;Казахстан/Жетысуская область;;1;
Сельстрой;Казахстан/Карагандинская область;;1;
Семеновка;Казахстан/Костанайская область;;1;
Семеновка;Казахстан/Акмолинская область;;1;
Семеновский лесхоз;Казахстан/Абайская область;;1;
Семиозерка;Казахстан/Северо-Казахстанская область;;1;
Семиполка;Казахстан/Северо-Казахстанская область;;1;
Сенек;Казахстан/Мангистауская область;;1;
Сенжарка;Казахстан/Северо-Казахстанская область;;1;
Сенное;Казахстан/Северо-Казахстанская область;;1;
Сенокосное;Казахстан/Карагандинская область;;1;
Сепе;Казахстан/Акмолинская область;;1;
Сергеевка;Казахстан/Акмолинская область;;1;
Серикбай;Казахстан/Туркестанская область;;1;
Сериктес;Казахстан/Абайская область;;1;
Сивковка;Казахстан/Северо-Казахстанская область;;1;
Симаки;Казахстан/Северо-Казахстанская область;;1;
Симоновка;Казахстан/Северо-Казахстанская область;;1;
Скворцовка;Казахстан/Северо-Казахстанская область;;1;
Славенка;Казахстан/Костанайская область;;1;
Славянка;Казахстан/Северо-Казахстанская область;;1;
Служон;Казахстан/Павлодарская область;;1;
Смагул;Казахстан/Павлодарская область;;1;
Смайловка;Казахстан/Костанайская область;;1;
Сметанино;Казахстан/Восточно-Казахстанская область;;1;
Смирновка;Казахстан/Костанайская область;;1;
Снегирёво;Казахстан/Восточно-Казахстанская область;;1;
Согалы;Казахстан/Актюбинская область;;1;
Сокол;Казахстан/Атырауская область;;1;
Сокол;Казахстан/Костанайская область;;1;
Соколовка;Казахстан/Северо-Казахстанская область;;1;
Сокурское;Казахстан/Карагандинская область;;1;
Солдатово;Казахстан/Восточно-Казахстанская область;;1;
Солёный;Казахстан/Актюбинская область;;1;
Соловьёво;Казахстан/Восточно-Казахстанская область;;1;
Солонички;Казахстан/Карагандинская область;;1;
Сона;Казахстан/Карагандинская область;;1;
Соркол;Казахстан/Атырауская область;;1;
Сорочинка;Казахстан/Костанайская область;;1;
Сосновка;Казахстан/Павлодарская область;;1;
Сохновка;Казахстан/Абайская область;;1;
Социал;Казахстан/Северо-Казахстанская область;;1;
Социализм;Казахстан/Западно-Казахстанская область;;1;
Сочинское;Казахстан/Акмолинская область;;1;
Спасское;Казахстан/Акмолинская область;;1;
Спатаево;Казахстан/Туркестанская область;;1;
Спектр;Казахстан/Атырауская область;;1;
Спиридоновка;Казахстан/Акмолинская область;;1;
Средигорное;Казахстан/Восточно-Казахстанская область;;1;
Стан;Казахстан/Карагандинская область;;1;
Становое;Казахстан/Северо-Казахстанская область;;1;
Станционное;Казахстан/Костанайская область;;1;
Станция Мерке;Казахстан/Жамбылская область;;1;
Станция Селезневка;Казахстан/Восточно-Казахстанская область;;1;
Старая Крепость;Казахстан/Абайская область;;1;
Старая соль;Казахстан/Карагандинская область;;1;
Старобелка;Казахстан/Северо-Казахстанская область;;1;
Старое Майлино;Казахстан/Абайская область;;1;
Старый Сарайчик;Казахстан/Атырауская область;;1;
Старый Шилик;Казахстан/Туркестанская область;;1;
Степановка;Казахстан/Костанайская область;;1;
Степногорское;Казахстан/Акмолинская область;;1;
Степное;Казахстан/Северо-Казахстанская область;;1;
Степное;Казахстан/Акмолинская область;;1;
Степное;Казахстан/Павлодарская область;;1;
Степное;Казахстан/Костанайская область;;1;
Степное;Казахстан/Актюбинская область;;1;
Степное;Казахстан/Северо-Казахстанская область;;1;
Степное;Казахстан/Карагандинская область;;1;
Степное;Казахстан/Северо-Казахстанская область;;1;
Степное;Казахстан/Северо-Казахстанская область;;1;
Степное;Казахстан/Акмолинская область;;1;
Степной;Казахстан/Восточно-Казахстанская область;;1;
Степняк;Казахстан/Костанайская область;;1;
Стерлитамак;Казахстан/Северо-Казахстанская область;;1;
Стройтелей (дачи);Казахстан/Кызылординская область;;1;
Строитель;Казахстан/Атырауская область;;1;
Суатколь;Казахстан/Павлодарская область;;1;
Суатколь;Казахстан/Северо-Казахстанская область;;1;
Суворово;Казахстан/Костанайская область;;1;
Сугур;Казахстан/Павлодарская область;;1;
Сугурбай;Казахстан/Северо-Казахстанская область;;1;
Сузак;Казахстан/Туркестанская область;;1;
Суздальский;Казахстан/Абайская область;;1;
Султанбека Кожанова;Казахстан/Туркестанская область;;1;
Султанрабат;Казахстан/Туркестанская область;;1;
Сулубулак;Казахстан/Туркестанская область;;1;
Сулуколь;Казахстан/Актюбинская область;;1;
Сулуколь;Казахстан/Северо-Казахстанская область;;1;
Сулумадине;Казахстан/Карагандинская область;;1;
Сулутюбе;Казахстан/Кызылординская область;;1;
Сулышок;Казахстан/Северо-Казахстанская область;;1;
Сумбе;Казахстан/Алматинская область;;1;
Сумбе;Казахстан/Алматинская область;;1;
Сумное;Казахстан/Северо-Казахстанская область;;1;
Сунаката;Казахстан/Кызылординская область;;1;
Сункар;Казахстан/Карагандинская область;;1;
Сункар;Казахстан/Алматинская область;;1;
Суптай;Казахстан/Жетысуская область;;1;
Суранши батыр;Казахстан/Алматинская область;;1;
Сурган;Казахстан/Акмолинская область;;1;
Суттыген;Казахстан/Абайская область;;1;
Сухорабовка;Казахстан/Северо-Казахстанская область;;1;
Суыкбулак;Казахстан/Абайская область;;1;
Суыккудук;Казахстан/Павлодарская область;;1;
Суыксай;Казахстан/Жетысуская область;;1;
Суыксу;Казахстан/Карагандинская область;;1;
Суюндук;Казахстан/Атырауская область;;1;
Сызган;Казахстан/Туркестанская область;;1;
Сымтас;Казахстан/Улытауская область;;1;
Сынтас;Казахстан/Туркестанская область;;1;
Сынтас;Казахстан/Павлодарская область;;1;
Сырабат;Казахстан/Туркестанская область;;1;
Сырдарьинское;Казахстан/Туркестанская область;;1;
Сырдарья;Казахстан/Туркестанская область;;1;
Сырымбет;Казахстан/Жетысуская область;;1;
Сюткент;Казахстан/Туркестанская область;;1;
Табантал;Казахстан/Актюбинская область;;1;
Табантал;Казахстан/Актюбинская область;;1;
Таволжан;Казахстан/Павлодарская область;;1;
Таволжанка;Казахстан/Акмолинская область;;1;
Таврическое;Казахстан/Восточно-Казахстанская область;;1;
Тагильское;Казахстан/Костанайская область;;1;
Тай;Казахстан/Павлодарская область;;1;
Тайбай;Казахстан/Акмолинская область;;1;
Тайгана;Казахстан/Туркестанская область;;1;
Тайманова;Казахстан/Туркестанская область;;1;
Тайсойган;Казахстан/Атырауская область;;1;
Такыр;Казахстан/Павлодарская область;;1;
Такырколь;Казахстан/Кызылординская область;;1;
Таламбай;Казахстан/Атырауская область;;1;
Талап;Казахстан/Северо-Казахстанская область;;1;
Талапкер;Казахстан/Жетысуская область;;1;
Талапкер;Казахстан/Северо-Казахстанская область;;1;
Талапты;Казахстан/Туркестанская область;;1;
Талапты;Казахстан/Туркестанская область;;1;
Талас;Казахстан/Алматинская область;;1;
Талды;Казахстан/Карагандинская область;;1;
Талдыбулак;Казахстан/Алматинская область;;1;
Талдыбулак;Казахстан/Туркестанская область;;1;
Талдыбулак;Казахстан/Западно-Казахстанская область;;1;
Талдыбулак;Казахстан/Актюбинская область;;1;
Талдыкамыс;Казахстан/Павлодарская область;;1;
Талдыколь;Казахстан/Костанайская область;;1;
Талдыколь;Казахстан/Атырауская область;;1;
Талдыколь;Казахстан/Северо-Казахстанская область;;1;
Талдыкудук;Казахстан/Улытауская область;;1;
Талдыкум;Казахстан/Актюбинская область;;1;
Талдысай;Казахстан/Актюбинская область;;1;
Талдысай;Казахстан/Актюбинская область;;1;
Талдысай;Казахстан/Карагандинская область;;1;
Талдысай;Казахстан/Актюбинская область;;1;
Талкара;Казахстан/Акмолинская область;;1;
Талпын;Казахстан/Северо-Казахстанская область;;1;
Талсуат;Казахстан/Кызылординская область;;1;
Тамамбай;Казахстан/Северо-Казахстанская область;;1;
